,ID_CLIENT,AGE,GENDER,CHILD_TOTAL,DEPENDANTS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,TARGET,PERSONAL_INCOME,ID_LOAN,CLOSED_FL,ed_0,ed_1,ed_2,ed_3,ed_4,ed_5,ed_6
45,106815247,26,1,1,1,1,0,0,8000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
46,106808385,27,0,1,1,1,0,0,20000.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
47,106812479,28,0,0,0,1,0,1,12000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
48,106806694,25,1,1,1,1,0,0,11000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
49,106817240,39,1,2,2,1,0,0,8000.0,2,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
50,106814406,64,1,0,0,1,0,1,23000.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
51,106811422,43,0,1,1,1,0,0,20000.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
52,106813026,44,0,0,0,1,0,0,22000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
53,106811785,34,1,2,2,1,0,0,15000.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
54,106814631,34,1,1,1,1,0,1,7000.0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55,106808319,51,1,1,0,1,0,0,7500.0,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
56,106819444,40,0,2,2,1,0,0,15000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
57,106808888,27,0,1,1,1,0,1,12000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
58,106804549,29,0,0,0,1,0,0,20000.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
59,106805096,42,1,2,2,1,0,0,11000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
60,106809603,50,1,1,0,1,0,0,10000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
61,106804668,26,0,1,1,1,0,0,15000.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
62,106806709,22,0,0,0,1,0,1,10000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
63,106809344,57,0,2,1,1,1,0,23000.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
64,106810377,50,1,0,0,1,0,0,15000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
65,106807392,35,0,1,1,1,0,0,12500.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
66,106814845,55,1,1,0,1,1,0,20000.0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0
67,106814457,34,0,0,1,1,0,0,12000.0,3,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
68,106809251,28,0,1,1,1,0,0,6000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
69,106810072,59,0,3,0,1,0,0,17500.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
70,106814933,47,1,1,0,1,0,0,18000.0,3,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
71,106814139,41,1,2,2,1,0,0,9000.0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0
72,106814227,36,1,0,0,1,0,1,7000.0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0
73,106807660,55,0,0,0,1,0,0,18000.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
74,106808013,52,0,1,0,1,0,0,25000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
75,106819134,46,0,2,0,1,0,1,30000.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
76,106804736,23,1,1,1,1,0,0,7000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
77,106816512,23,1,0,0,1,0,0,9000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
78,106812357,40,1,1,1,1,0,0,15000.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
79,106806593,36,1,3,3,1,0,0,11000.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
80,106811597,23,0,1,1,1,0,0,15000.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81,106808617,40,1,1,0,1,0,0,25000.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82,106814760,61,0,0,0,0,1,0,8500.0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0
83,106812381,48,0,0,0,1,0,0,9000.0,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
84,106807036,52,1,0,0,1,0,0,5000.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
85,106810826,41,0,1,1,1,0,0,40000.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
86,106816112,44,1,2,1,1,0,1,30000.0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0
87,106810415,36,1,3,3,1,0,0,8000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
88,106810352,42,0,3,2,1,0,0,12000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
89,106806638,22,1,0,1,1,0,1,14000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
90,106805151,49,1,2,0,1,0,0,17000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
91,106810466,39,1,2,2,1,0,0,5000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
92,106806423,41,0,1,1,1,0,0,25000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
93,106817975,63,1,2,0,0,1,0,6000.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
94,106808611,33,1,1,1,1,0,0,15000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
95,106805994,38,0,1,1,1,0,0,16000.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
96,106817206,29,1,1,1,1,0,0,10000.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
97,106817423,49,1,1,1,1,0,0,8000.0,2,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
98,106807204,50,1,2,0,1,0,0,6000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
99,106804641,48,0,0,0,1,0,0,12000.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
100,106812737,42,1,2,2,1,0,0,11000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
101,106812468,39,0,1,1,1,0,0,18000.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
102,106814189,61,1,0,0,1,0,0,17000.0,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
103,106805078,42,1,2,2,1,0,0,14000.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
104,106813497,23,1,0,0,1,0,0,10000.0,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105,106818121,28,1,0,0,1,0,0,15000.0,4,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
106,106812203,56,1,0,0,1,1,0,30000.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
107,106814506,28,1,1,1,1,0,0,18000.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
108,106806141,27,0,1,1,1,0,0,25000.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
109,106818400,46,1,1,0,1,0,0,11000.0,3,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0
110,106813016,38,1,1,1,1,0,0,15000.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
111,106812663,35,1,2,2,1,0,0,8700.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
112,106816718,37,1,1,1,1,0,1,20000.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
113,106819222,49,0,2,1,1,0,0,15000.0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0
114,106818069,37,0,3,3,1,0,1,40000.0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0
115,106805000,36,1,2,2,1,0,0,20000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
116,106805886,51,0,2,0,1,0,0,12000.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
117,106817456,47,1,0,0,1,0,1,10000.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
118,106819251,46,1,0,0,1,0,0,20000.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
119,106810057,28,1,1,1,1,0,1,55000.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
120,106805706,53,1,2,0,1,0,0,20000.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
121,106814104,26,0,1,1,1,0,0,9000.0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0
122,106814865,61,0,4,0,1,0,1,14000.0,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
123,106805710,48,1,2,0,1,0,0,7000.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
124,106806150,30,1,1,1,1,0,0,16000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
125,106812901,22,0,1,0,1,0,1,20000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
126,106806620,53,1,2,0,1,0,0,8000.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
127,106806921,56,1,1,0,1,0,0,11500.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
128,106810642,54,0,2,0,1,0,0,8000.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
129,106816522,40,0,1,1,1,0,0,35000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
130,106816762,56,0,1,0,0,1,0,9000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
131,106806936,46,1,0,0,1,0,0,9000.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
132,106806424,52,1,0,0,1,0,0,15000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
133,106809188,32,0,2,2,1,0,1,12000.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
134,106812564,59,0,1,0,0,1,0,7000.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
135,106816934,35,0,1,1,1,0,0,17000.0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0
136,106806610,26,0,0,0,1,0,0,8000.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
137,106817951,39,0,1,1,1,0,0,11000.0,3,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0
138,106819061,40,1,3,2,1,0,0,20000.0,2,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
139,106804671,57,0,3,0,1,0,0,7000.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
140,106814172,60,1,1,1,1,0,0,20000.0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0
141,106815073,45,1,0,0,1,0,0,8600.0,3,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0
142,106811912,40,0,2,2,1,0,0,45000.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
143,106810012,38,0,1,0,1,0,0,8000.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
144,106807427,22,0,0,0,1,0,0,15000.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
145,106816469,49,0,3,0,1,0,0,12000.0,2,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
146,106811299,53,1,1,0,0,1,1,8500.0,3,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0
147,106815334,40,1,1,0,1,0,0,15000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
148,106814297,57,0,3,0,1,0,0,17000.0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0
149,106811711,34,0,0,0,1,0,0,21000.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
150,106811459,56,1,1,0,1,1,1,6000.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
151,106812144,32,1,2,2,1,0,0,15000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
152,106817687,23,1,0,0,1,0,0,7000.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
153,106816836,54,1,0,0,0,1,0,11000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
154,106811316,33,1,1,1,1,0,0,6000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
155,106815752,33,0,1,2,1,0,0,14000.0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
156,106807891,23,0,0,0,1,0,0,12000.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
157,106811188,34,0,1,1,1,0,0,20000.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
158,106811365,64,1,2,0,0,1,0,6000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
159,106814610,37,1,2,2,1,0,0,20000.0,3,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
160,106808509,44,1,3,0,1,0,0,12000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
161,106814770,26,0,1,1,1,0,0,16000.0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0
162,106816257,43,1,2,2,1,0,0,10000.0,2,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0
163,106807162,49,1,1,0,1,0,0,15000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
164,106809388,44,1,1,0,1,0,0,10000.0,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
165,106810894,60,1,0,0,1,0,0,15000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
166,106819572,34,1,1,1,1,0,0,10000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
167,106811545,53,1,0,0,1,0,0,10000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
168,106818441,56,1,3,0,1,0,0,14000.0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0
169,106811966,49,1,2,1,1,0,0,7000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
170,106804872,49,1,0,0,1,0,1,30000.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
171,106808107,34,1,2,1,0,1,0,11000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
172,106814604,41,1,4,2,1,0,1,9340.0,3,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0
173,106813879,26,1,0,0,1,0,0,13000.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
174,106805418,40,1,1,0,1,0,0,13000.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
175,106810698,42,1,2,1,1,0,0,7500.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
176,106806410,37,1,1,1,1,0,0,7000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
177,106819399,38,1,1,1,1,0,0,7800.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
178,106808678,45,1,1,1,1,0,0,7000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
179,106816860,49,1,2,0,1,0,0,8200.0,2,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
180,106808318,39,1,1,1,1,0,0,6700.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
181,106807648,36,1,1,1,1,0,0,80000.0,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
182,106812981,42,0,2,0,1,0,1,15000.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
183,106811153,29,0,1,1,1,0,0,10000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
184,106812821,45,1,2,0,1,0,0,20000.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
185,106815764,51,1,2,0,1,0,0,14000.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
186,106804942,56,1,0,0,1,0,0,13000.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
187,106818206,33,0,1,1,1,0,0,16000.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
188,106806144,24,1,0,0,1,0,0,15000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
189,106806912,46,0,2,2,1,0,1,22000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
190,106806985,39,0,1,1,1,0,0,30000.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
191,106804943,49,0,2,1,1,0,0,25000.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
192,106817836,49,1,0,0,1,0,0,7000.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
193,106810703,49,0,2,0,1,1,0,20000.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
194,106817121,26,0,1,1,1,0,0,16000.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
195,106816701,61,0,0,0,0,1,0,8000.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
196,106805154,42,0,1,1,1,0,0,22000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
197,106815682,39,1,1,0,1,0,0,15000.0,3,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0
198,106809017,52,1,1,0,1,0,0,20000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
199,106814257,38,1,1,1,1,0,0,11000.0,2,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
200,106807824,49,1,1,1,1,0,0,9000.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
201,106811535,51,1,2,2,0,1,0,12800.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
202,106807897,60,1,2,0,1,0,1,7000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
203,106818469,42,1,1,1,1,0,0,10500.0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0
204,106813047,57,1,3,0,0,1,0,7000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
205,106806507,41,1,2,1,1,0,0,20000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
206,106807479,47,1,2,1,1,0,0,8000.0,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
207,106810173,34,1,1,1,1,0,1,12000.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
208,106811844,32,1,2,2,1,0,0,5500.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
209,106818038,38,1,2,0,1,0,1,30000.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
210,106813576,26,1,1,1,1,0,0,8000.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
211,106814176,39,0,1,1,1,0,0,18000.0,4,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
212,106816468,35,0,1,1,1,0,0,25000.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
213,106806285,37,0,1,0,1,0,0,24000.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
214,106813641,22,1,0,0,1,0,0,10500.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
215,106815192,61,0,2,0,0,1,0,7000.0,2,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
216,106807907,36,0,3,3,1,0,0,16000.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
217,106816937,27,1,1,1,1,0,0,9000.0,2,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
218,106807763,43,0,1,0,1,0,0,15000.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
219,106817923,60,1,4,2,1,0,0,6000.0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0
220,106805360,38,1,2,2,1,0,0,9000.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
221,106807710,42,1,2,0,1,0,0,15000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
222,106811945,23,0,0,0,1,0,1,30000.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
223,106815074,31,0,1,1,1,0,0,15000.0,3,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
224,106819484,63,1,0,0,0,1,0,6000.0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0
225,106806435,27,1,1,1,1,0,1,15000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
226,106816256,39,1,1,1,1,0,0,18000.0,3,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0
227,106810622,43,1,2,2,1,0,0,13000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
228,106807369,60,1,2,0,0,1,0,5200.0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0
229,106807258,33,1,0,0,1,0,0,20000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
230,106813160,49,1,1,0,1,0,0,6000.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
231,106804847,26,0,1,1,1,0,0,13000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
232,106815457,38,0,1,1,1,0,1,12000.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
233,106812649,27,1,1,1,1,0,1,9000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
234,106814855,36,1,1,1,1,0,0,15000.0,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
235,106816528,42,1,2,1,1,0,0,12000.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
236,106819046,46,1,0,0,1,0,0,12650.0,2,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
237,106808428,27,0,1,1,1,0,0,9000.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
238,106804662,43,1,0,0,1,0,0,40000.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
239,106805664,30,0,1,1,1,0,1,30000.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
